gene_id	CD34_FPKM	GM12878_FPKM	H1-hESC_FPKM	HMEC_FPKM	HSMM_FPKM	HUVEC_FPKM	MRG_FPKM	neural_FPKM	NHLF_FPKM	MSC_FPKM
ACSM2A	0.0	0.0	0.0	0.0	0.0	0.010600351	0.017138281	0.0	0.0	0.0
ACSM2B	0.0	0.0	0.0	0.0	0.0	0.06703206	0.0	0.0	0.0	0.0
ACSM3	40.83701	15.3347	3.092576	0.6627881	0.11429307	3.937811	0.21353922	0.05907615	0.6627881	0.3593407
ACSM4	0.0	0.002887556	0.001516661	0.0	0.0	0.08503706	0.0	0.0	0.0	0.0
ACSM5	0.0	0.0	0.0	0.0	0.3958376	0.06816126	0.0	0.0	0.0	0.0
ACSS1	60.04993	19.98671	2.124684	2.338194	0.2464567	5.388163	0.5629658	0.04520038	1.0033863	0.2559103
ACSS2	14.90771	1.4354685	16.43321	72.71702	12.106288	28.4241	20.9626	9.127408	23.16532	28.70138
ACSS3	0.2493154	0.0	10.205121	0.06123715	0.8393239	0.19270724	4.426038	0.027742857	1.710741	2.145387
ACTA1	0.04898189	0.04922376	30.12683	0.05088445	158.4856	0.445733	3.621883	0.2675222	0.06890839	0.22996484
ACTA2	3.325013	14.50273	6.048835	14.98005	471.2657	4.751042	19.65204	1.533168	513.4998	252.735
ACTB	890.2091	895.4228	3873.737	5809.23	0.0	4309.807	4991.998	1256.5679	2062.875	4490.332
ACTBL2	0.0	0.0	0.0	0.21378506	0.04306407	0.0889191	0.0	0.0	0.4447312	0.0
ACTC1	0.0	0.0	12.54472	0.1267738	0.0	0.365628	0.3629792	0.2760998	0.20969011	0.06045288
ACTG1	980.5756	325.5311	2803.242	4126.477	4126.477	4126.477	12260.206	2305.667	1809.433	2305.667
ACTG1P4	0.3339982	0.5381127	0.08222595	0.07053139	0.13513266	0.16657492	0.07599653	4.98261	0.0662496	0.0
ACTG2	0.0	0.06205088	4.612561	1.482501	2.7265	0.039911713	4.055474	0.2884972	536.9739	92.02668
ACTL10	0.3393449	0.13805102	0.2752004	1.1878485	0.4131526	1.457821	0.09728031	0.0	0.5913536	0.13527477
ACTL6A	15.77905	80.20427	30.85944	45.56646	38.99293	25.51829	38.5221	32.109	39.82939	13.44632
ACTL6B	0.0	0.0	2.233821	0.0	0.0	0.0	15.58414	219.226	0.0	0.0
ACTL7A	0.0	0.011822898	0.0	0.05320716	0.0	0.0	0.0	0.0	0.024085465	0.18761294
ACTL7B	0.0	0.0	0.000667782	0.0	0.014956733	0.0757561	0.0	0.0	0.038389431	0.0
ACTL8	0.0	0.2444667	0.2727469	0.0	0.029066684	0.0	0.0	0.0	0.09123193	0.0
ACTL9	0.0	0.0	0.001445267	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTN1	29.94305	18.28634	135.1879	651.7155	410.2105	303.7968	66.30072	4.760771	393.1356	237.1147
ACTN1-AS1	0.05338792	0.019223239	0.0	0.0	0.0	0.0	0.07501639	0.0	0.04017683	0.19604149
ACTN2	0.05197036	0.0	0.6624904	0.0	44.11068	0.17939854	0.09546251	1.988677	0.008196619	0.06366909
ACTN3	0.009900375	0.07640469	33.61089	0.03536412	0.002345071	0.19754179	0.4321919	0.0	0.14593311	0.2419608
ACTN4	120.5019	24.22618	99.12534	337.763	294.5847	183.6232	88.48744	10.31757	132.9917	302.2749
ACTR10	24.44644	19.54924	6.423009	23.27503	36.66107	14.46845	19.09682	86.14166	42.67204	59.46228
ACTR1A	37.09793	43.1874	55.72233	91.67378	99.90709	110.09276	106.44772	152.1041	85.38609	51.91089
ACTR1B	37.91648	24.01588	43.86806	35.41463	24.79783	44.9933	66.17891	62.69187	21.32685	27.768
ACTR2	153.7521	99.36077	11.098639	30.19818	61.57694	19.75977	29.84017	58.73476	79.39465	99.66903
ACTR3	39.59729	148.5799	12.67208	47.47954	78.028	29.35111	19.44013	65.41652	97.84046	37.38399
ACTR3B	2.274776	6.526368	22.4325	2.997859	3.180462	3.864012	7.54034	9.33841	2.625896	1.977359
ACTR3BP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTR3BP5	0.0	0.003025462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTR3C	1.63744	2.080318	0.0488715	0.4274128	0.07455617	0.09835316	0.0	0.0	0.19368545	0.0
ACTR5	4.686077	9.627044	10.08008	7.564698	4.11096	8.889811	4.980518	12.053628	4.512481	1.944148
ACTR6	14.28465	27.27755	2.992491	4.52531	5.930303	2.983241	4.989787	32.41748	11.110988	5.254617
ACTR8	6.208908	14.77764	4.242598	9.069297	12.389882	7.94136	6.908082	10.289627	15.63519	6.246971
ACTRT1	0.0	0.0	0.0119079654	0.05279209	0.0	0.019313414	0.009904074	0.0	0.0	0.0
ACTRT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTRT3	0.8522044	0.09101613	2.454986	1.627915	0.8411516	2.616669	0.17560599	0.03278794	2.058756	1.4567767
ACVR1	5.856041	0.08856431	6.127602	14.03106	34.83716	15.64252	3.969114	2.302217	35.22979	15.69715
ACVR1B	2.81885	0.4765505	18.1239	9.468224	10.500688	22.24954	16.47234	29.01739	11.411822	9.378123
ACVR1C	0.05081362	0.0013614961	0.04344966	0.11356463	0.273465	0.022147299	0.006256499	0.07014717	0.05236049	0.04722157
ACVR2A	1.0523612	1.2095456	1.1143092	2.256136	7.922752	1.3963452	2.678659	69.05373	2.117049	2.338878
ACVR2B	0.6989434	2.492672	15.39718	0.8593771	1.2083738	1.1074414	4.298778	17.89578	0.7406485	0.7248518
ACVR2B-AS1	0.12686821	0.21772829	1.1416582	0.10167304	0.22839346	0.4311599	1.0370682	0.7032759	0.3718157	0.3618981
ACVRL1	0.012399778	0.0	0.09098265	0.0	7.579573	157.1969	0.09632995	0.0	5.164135	34.21473
ACY1	11.702221	7.536805	59.49321	77.92942	23.55115	17.29428	10.170607	0.2327506	13.52433	10.150812
ACY3	4.676413	0.7227606	0.05467862	0.2361158	0.0	0.0	0.0	0.0	0.0	0.0
ACYP1	27.85387	34.88432	14.64077	21.85438	16.89108	19.41132	21.83796	85.52642	10.577938	14.9555
ACYP2	15.50512	3.481708	0.8838976	8.248215	13.52664	3.233929	11.160565	13.09562	3.038785	17.39214
AD 1	0.0	0.0	0.0	497.7194	0.0	0.0	0.0	112.73645	0.0	0.0
ADA	35.85599	81.59093	25.63514	19.43555	12.75286	24.3147	36.98785	0.20557821	9.114137	14.8799
ADAD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAD2	0.023091969	0.002456458	0.7904376	0.08217708	0.0	0.0889662	0.0	0.0	0.0	0.0
ADAL	7.938175	11.262772	3.967332	4.292979	8.279562	1.4468392	5.792106	11.092872	4.721776	6.056365
ADAM10	17.42389	29.53044	16.21229	39.95699	105.9586	26.41215	18.99492	24.61627	69.59507	53.40818
ADAM11	0.7240904	0.1286979	1.799102	0.07881311	0.10932105	0.9705406	1.3123811	9.455918	0.3048418	0.396235
ADAM12	0.012680356	0.028985918	0.023922582	0.8006753	17.90082	0.2800124	0.21529522	0.07411934	3.998987	29.17242
ADAM15	30.95184	3.307485	28.89063	86.88803	25.09202	197.5468	36.14545	10.741477	21.83796	24.21463
ADAM17	20.97243	5.764547	3.265222	10.238709	19.30878	7.765348	17.30176	21.65592	8.366943	26.32474
ADAM18	0.0	1.376742	0.000645351	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM19	0.7195957	11.804711	4.940985	28.24437	164.0067	8.85861	3.227062	4.277441	27.48703	26.04246
ADAM1A	2.071447	3.722178	3.277115	1.0882455	1.4572051	1.827202	0.8811788	19.9701	1.4887	0.6069979
ADAM2	0.0	0.04205926	0.002174732	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM20	0.05907615	0.21076765	0.03330801	0.03133457	0.14086706	0.14710164	0.012514133	0.3944145	0.14053938	0.0
ADAM20P1	0.022722409	0.5671543	0.16130449	0.03429585	0.10097317	0.2329427	0.03431894	2.721223	0.21260732	0.09354277
ADAM21	0.010451197	0.2564095	0.07907052	0.9053838	0.5557842	0.19090521	0.020947383	1.708031	0.324902	0.16334695
ADAM21P1	0.013036168	0.04756926	0.002639611	0.287939	0.16036128	0.060932	0.007245858	0.18717759	0.09953926	0.13442648
ADAM22	6.280049	17.96697	7.310125	0.12036005	0.4274128	0.3790943	3.259415	22.00435	0.2396882	2.767054
ADAM23	0.012092283	8.601891	2.835451	1.3781952	9.286406	8.856864	7.97516	25.22811	2.739425	57.56907
ADAM28	64.08693	0.05784598	0.10022763	0.0	0.07914297	0.0	0.03426328	0.06525885	0.1414493	0.5741754
ADAM29	0.0	0.12686821	0.0012930649	0.0	0.0	0.0	0.0	0.08139159	0.12893485	0.0
ADAM30	0.016152056	0.0	0.0	0.0	0.008355149	0.0	0.0	0.0	0.0	0.0
ADAM32	1.819864	0.10749085	0.00105305	0.06052439	0.18788162	0.3230696	0.037972583	0.7482566	0.5057577	0.3032219
ADAM33	0.0	0.0	5.573392	0.0	0.7236492	0.2435924	0.6422518	0.0	13.63453	8.340216
ADAM3A	0.0	0.07418254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM5	0.0	0.14959936	0.0	0.0	0.0	0.0	0.0	0.0575894	0.0	0.0
ADAM6	0.014286788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM8	31.60804	6.935044	3.909808	8.699204	0.4155905	0.4785606	0.4252963	3.010696	0.3002858	0.4472005
ADAM9	5.171008	21.75002	3.793754	73.80897	189.6512	57.38415	13.36725	12.137712	292.2063	122.2976
ADAMDEC1	0.20821325	0.16302374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.643714
ADAMTS1	0.5176062	0.009957762	3.204202	33.19506	52.19368	5.638861	2.353768	0.4086204	92.73024	32.52871
ADAMTS10	6.605634	0.9152893	5.697643	0.0	1.759949	9.594698	29.22974	30.42371	2.451159	3.091738
ADAMTS12	0.0	0.09190823	7.416372	10.770913	61.84558	0.025743068	8.181422	0.021100277	37.97741	187.6158
ADAMTS13	1.356733	1.501147	5.609483	2.010869	1.3540077	1.655932	6.018674	10.125021	0.9187719	5.719882
ADAMTS14	1.847197	0.04898189	2.322326	0.2985434	11.663549	0.010353104	0.02984843	0.03176258	4.295586	1.3845125
ADAMTS15	0.007487853	0.0	1.1890292	1.0759413	1.511621	0.12512436	1.1871995	0.5948591	3.836707	0.4799958
ADAMTS16	0.014537974	0.009553854	8.596425	0.013211774	0.6242327	0.010805474	0.1091921	0.601961	0.025504614	0.04961069
ADAMTS17	0.014966198	0.2418175	0.3065625	0.4702717	0.2339759	0.14345309	0.06583361	0.21512095	0.05812665	0.2399953
ADAMTS18	0.0	0.0070807	0.05152065	0.012812326	0.023091969	14.21801	0.3944145	0.3862469	0.00963591	0.1134107
ADAMTS19	0.0	0.0	6.883449	0.028096939	0.0034510966	0.009220186	1.483361	0.14798489	0.05255377	14.38246
ADAMTS2	0.08366845	0.0	7.774838	0.019557423	63.19829	0.025054276	1.789509	0.18292042	17.38732	40.52751
ADAMTS20	0.0	0.4281934	3.259415	0.015566924	0.6297191	0.0	0.06915678	0.2368092	0.03518839	0.0
ADAMTS3	0.4081429	0.08515168	0.5213448	0.181699	0.010430534	0.4291009	7.495285	0.13433162	0.735263	0.5950261
ADAMTS4	0.0133261	0.03696486	10.391333	0.3207712	3.546847	5.219162	0.6859931	0.03669103	0.8716885	0.13914583
ADAMTS5	0.0	0.0	0.06128051	0.019313414	55.14758	0.0	0.05444191	0.6673797	2.555371	4.617586
ADAMTS6	0.4335977	6.528126	0.20590987	4.056464	10.338689	9.962575	0.8227341	0.13180519	10.915573	0.5911166
ADAMTS7	0.08046297	0.013339095	26.7433	4.532904	31.00447	34.39552	43.89934	12.9004	3.823834	12.88638
ADAMTS8	0.021004172	0.00263849	8.309709	0.0	0.03271576	0.022658077	0.2943178	0.3798461	13.04373	0.9265902
ADAMTS9	0.13296843	0.05358095	0.03446582	0.3613216	1.2116839	2.716624	17.55504	0.15680841	0.4140136	4.848129
ADAMTS9-AS2	0.0	0.0	0.0011569	0.18353743	0.332872	0.5543963	0.19621583	0.0	0.07501639	0.9944794
ADAMTSL1	0.009123836	0.003079883	0.5632927	1.989911	96.01415	9.671339	0.20619168	0.20951338	11.189246	0.7015795
ADAMTSL2	0.018581631	0.002811638	0.0810829	0.0	0.2484409	0.0	0.07093944	0.10694738	0.0	0.09963827
ADAMTSL3	0.0077963698	0.009449947	0.1594227	0.05216809	1.63744	0.0	0.02974487	0.19621583	0.05385054	0.23020293
ADAMTSL4	8.37596	0.17089873	2.722938	3.195106	35.1886	1.844475	0.13890618	0.16619832	2.532271	10.719464
ADAMTSL5	0.016757706	0.04876887	0.6224087	5.626313	8.149016	0.07556988	0.04383677	0.22901672	4.782782	6.798624
ADAP1	3.669997	8.959694	6.18058	7.536805	0.6697562	0.6213615	2.757035	34.57328	0.8061213	0.8943926
ADAP2	0.06869645	0.13983848	0.14368481	0.4088967	0.12494766	0.3065625	0.01995037	0.3360949	1.1653922	5.350016
ADAR	94.27998	221.4681	82.92661	76.26643	76.37285	54.67221	44.7603	24.98742	108.45197	51.58988
ADARB1	4.565497	9.676991	3.452058	13.43739	75.10902	16.17816	4.628838	6.111719	16.12413	4.103313
ADARB2	0.08710523	1.2102001	0.23020293	0.0	0.022686649	0.009553854	0.3555964	3.156181	0.0	0.05473962
ADARB2-AS1	0.0	0.04320338	0.041060051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAT1	3.295578	5.626313	2.198934	7.898257	4.738293	3.457351	3.609848	5.784516	5.769027	6.134631
ADAT2	23.65885	44.62906	5.322372	5.474473	2.707524	7.760008	1.4070795	2.411882	3.621883	1.951618
ADAT3	1.3759523	0.3742055	6.895031	2.354315	1.2961241	7.403487	4.650792	0.9493074	0.6450042	4.565497
ADC	0.14789781	0.08324363	0.2656003	3.758987	19.32987	1.306411	8.372345	9.592294	5.256367	2.032785
ADCK1	2.989546	2.050143	14.80355	7.477716	3.549073	6.280049	6.785839	5.713596	3.17455	5.247943
ADCK2	14.55944	5.803166	7.112764	12.009358	3.21929	10.016421	3.654003	9.631191	5.030972	3.068419
ADCK3	38.28428	8.541064	28.35376	7.403487	5.459905	5.512501	8.667155	7.319373	3.641766	1.798585
ADCK4	29.86589	14.19386	37.20254	11.926271	8.636593	13.09679	38.63614	28.36875	8.853891	6.589822
ADCK5	1.72889	2.830941	8.024412	8.601891	3.542652	14.96248	4.923623	15.34238	2.593711	5.426597
ADCY1	0.0	0.015554468	8.727217	3.844136	0.20557821	0.4680561	2.054594	8.286155	0.10717043	0.05460221
ADCY10	0.05805729	0.07765109	0.0018516713	0.09089452	0.0458495	0.021812075	0.0122765298	0.11002337	0.03334367	0.0
ADCY10P1	2.562092	0.6771876	0.5998284	0.660436	0.4107568	0.6823749	0.6201273	3.663955	0.7827352	0.5362016
ADCY2	0.21969012	0.01474685	29.05604	0.013666437	0.3004124	0.019135108	4.297246	1.0808217	0.0	0.08480561
ADCY3	12.58749	11.733226	16.02848	29.18513	9.97155	20.11077	9.343487	7.318279	16.14037	21.46985
ADCY4	0.4543116	0.13287398	0.12595598	0.10128184	0.473799	29.96663	0.008483734	0.0	0.004933928	0.5480429
ADCY5	0.029508065	0.20362368	14.78861	0.14483534	0.12452453	0.07820323	5.479851	4.2292	0.245482	0.10582347
ADCY6	10.551388	1.62481	15.27884	11.017518	15.37486	26.15155	42.74977	21.51126	19.767	9.093123
ADCY7	21.47617	10.45142	2.246809	1.951618	30.93405	2.58443	0.3811243	1.2517714	5.449358	3.474964
ADCY8	0.0	0.0	1.705278	0.0	0.03184338	0.05335857	1.3904066	0.9034186	0.0	0.0
ADCY9	0.6550447	0.12023526	3.849929	7.228257	8.502695	6.254624	1.851411	2.661061	9.557149	14.11803
ADCYAP1	0.13323173	0.0	0.00117044	0.0	0.0916635	0.0	1.476401	0.4444621	0.0	0.04540481
ADCYAP1R1	0.0	0.001445267	10.098275	0.0	0.022281045	0.02236154	0.9449265	5.19475	0.0	0.0
ADD1	67.932	29.31258	38.31449	50.15484	79.39465	63.11271	98.89146	78.5133	69.65155	59.70286
ADD2	1.4611834	0.002786047	44.6055	0.17971075	0.05793046	0.08752524	23.87048	23.21532	0.027156367	0.06165998
ADD3	28.10769	55.90821	16.10167	16.36903	27.79548	10.616908	26.57253	12.57191	80.67437	38.936
ADGB	0.00721992	0.0	0.000356339	0.0	0.006432744	0.0	0.016472005	0.0	0.0	0.05635221
ADH1A	0.00673561	0.014158533	0.00117175	0.028605158	0.0	0.0	0.0	0.0	0.10321425	0.0
ADH1B	0.0	0.0	0.000149644	0.03121288	0.009412429	0.0	0.0	0.022041517	8.439319	0.0
ADH1C	0.0	0.13470133	0.0	0.027512863	0.019585148	0.0	0.0	0.0	0.6123981	0.0
ADH4	0.10912977	0.008293532	0.0033048428	0.0	0.02053682	0.0	0.07366421	0.0	0.040682973	0.0
ADH5	39.38916	49.79941	68.04531	76.99077	64.4804	23.41505	34.55916	83.49673	135.3535	54.64726
ADH6	0.21123864	0.05320716	0.018081042	0.07867967	0.11618788	0.017362841	0.03639707	0.04330319	0.3268102	0.0
ADH7	0.0	0.0	0.0	0.019878403	0.0	0.0	0.006818232	0.0	0.008505496	0.0
ADHFE1	12.211948	2.289329	3.678615	0.9776228	0.8962825	3.281707	3.017025	0.4218915	4.908931	1.789509
ADI1	21.50323	18.33142	16.29235	44.53027	62.5931	39.78305	28.13397	12.84845	67.08914	47.11102
ADIG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADIPOQ	0.0	0.001574203	0.000308328	0.0	0.002625329	0.0	0.0	0.0	0.0031459656	0.0
ADIPOQ-AS1	0.0	0.0	0.000237319	0.0	0.0	0.0	0.0	0.0	0.004894636	0.0
ADIPOR1	35.6632	83.49673	91.5644	131.4449	98.64569	107.33029	35.8464	36.58429	83.01545	51.81568
ADIPOR2	14.86765	30.19818	13.37159	30.81368	17.62792	17.7096	16.80528	9.636736	19.9059	23.85867
ADIRF	0.9782889	1.795956	0.11937124	410.2105	52.51635	3.563225	0.027156367	0.0	4.399722	0.17089873
ADK	115.46055	31.59095	10.879077	68.99253	35.8199	11.971829	17.2107	10.391333	25.49571	72.4889
ADM	0.4211587	2.771483	62.88768	20.24647	18.18962	25.22811	16.03853	0.3696599	114.62653	53.47857
ADM2	0.3522884	0.3811243	4.935281	2.081148	1.0108736	0.529911	1.1921565	0.0	2.943434	12.49841
ADM5	1.1703964	1.1925776	2.330227	1.3105919	0.7982644	3.282604	1.3167665	3.098842	0.2878608	0.5791644
ADNP	30.60774	26.42044	26.38141	17.95308	20.24155	14.91848	28.67516	42.04103	26.20631	12.267833
ADNP2	6.489177	6.369645	22.26562	8.099954	6.020374	8.924763	11.138679	8.97431	4.521905	6.909941
ADO	5.376148	36.38131	18.49006	9.18174	12.80877	7.2324	9.190767	17.31472	10.359828	10.417787
ADORA1	0.0	0.002869663	4.031206	0.7342356	38.72791	0.07892198	2.654599	4.16514	1.0788663	3.257126
ADORA2A	0.8270722	15.87253	16.6564	0.7088277	0.3524448	27.49503	1.726709	2.327074	0.017159042	0.6077726
ADORA2A-AS1	0.17405166	0.7714755	0.1044599	0.029013824	0.07304439	0.3534688	0.08036417	0.16302374	0.04217796	0.07820323
ADORA2B	1.503558	0.2537038	6.538827	54.45247	3.737246	8.792379	0.2925637	0.720815	9.594698	16.22356
ADORA3	0.2680507	0.257939	0.002838639	0.0	0.013164032	0.2775464	0.0	0.0	0.12181524	0.4244059
ADPGK	39.54893	59.64828	19.14899	29.81066	32.92681	33.68272	13.88773	14.96748	39.76509	29.20465
ADPGK-AS1	0.05842172	0.15326087	0.0859048	0.0	0.0903818	0.09237457	0.0	0.0	0.03220114	0.08604667
ADPRH	3.298396	22.96306	1.2555738	1.1351431	6.25313	2.81885	0.10505328	0.1280816	0.4055542	1.0188605
ADPRHL1	0.10097317	0.025215042	0.4554992	1.2360434	2.742095	0.6249452	1.3895911	0.8458537	0.4415628	0.6150736
ADPRHL2	11.951844	35.46645	36.25833	46.09383	31.17709	46.0523	24.06655	40.85173	18.03762	18.70686
ADPRM	31.05375	10.492968	4.125343	4.943247	14.14475	5.50262	2.761504	9.444866	8.53573	3.855862
ADRA1A	0.0	0.0	0.3444487	0.0	0.0	0.0	0.2038733	1.0874036	0.005222893	0.0
ADRA1B	0.0	0.014982445	0.008364007	1.045353	3.972054	0.9984965	0.03165862	0.4692033	0.8140342	0.6232375
ADRA1D	0.025659166	0.0	0.2732918	0.5273962	0.6431851	0.8134402	0.05004431	0.025469349	0.7258831	0.18697788
ADRA2A	0.8473433	0.002708473	5.711645	0.014077552	2.63562	0.0650805	0.4312864	1.0003402	0.007656881	0.0
ADRA2B	0.03358474	0.003163329	6.371937	0.09661688	0.15049015	0.04485285	0.04701191	0.0	0.0	0.0
ADRA2C	0.0	0.0	19.48335	0.1153465	10.194064	0.09181638	0.7252499	2.080318	0.03379655	0.17869108
ADRB1	0.09581222	0.3183739	0.04430864	0.06954892	0.06199595	0.5264756	0.0	0.0	0.0	0.17670839
ADRB2	0.4149262	0.06659424	0.7338621	15.22189	7.310125	1.78073	0.09075186	0.023787099	0.9594315	1.705278
ADRB3	0.0	0.0	0.05439085	0.0	0.0	0.04529233	0.0	0.020731387	0.0	0.04991097
ADRBK1	139.0877	35.30144	39.65318	27.8636	20.84286	43.16161	39.94118	24.97671	12.50576	16.81674
ADRBK2	11.081416	29.82951	6.216633	8.821529	2.292338	1.0381591	1.965999	5.687109	0.7159661	1.1450797
ADRM1	32.06187	41.88609	204.8239	117.99019	69.15661	158.661	125.3816	70.02467	56.20295	70.27668
ADSL	74.9226	92.58469	161.9565	91.40858	100.3428	92.02668	71.91634	62.64148	75.30006	42.6044
ADSS	26.54221	29.52316	20.95769	19.46469	14.24306	23.26609	7.94136	38.84889	24.32988	14.3711
ADSSL1	1.0788663	0.16120593	3.31789	0.5879539	2.271915	1.0358402	6.636121	0.5268308	1.767356	2.625896
ADTRP	0.06052439	0.19732094	0.009101728	23.36645	0.7204903	2.087807	0.029402645	0.0	0.4172224	2.41818
ADV21S1A1N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AEBP1	14.26213	0.22053649	9.785963	0.16137476	1.828338	15.7476	30.33613	0.09452581	14.96748	59.9069
AEBP2	8.461463	8.078451	4.113027	2.431888	2.993829	2.664228	3.642458	6.19964	5.496657	6.097191
AEN	3.842195	28.28989	105.57547	23.87048	17.81058	29.57592	18.13879	10.018526	33.57552	33.16469
AES	200.7121	135.1879	195.3485	230.0693	196.7191	349.9697	427.0791	85.6715	174.3984	248.7357
AF007147	0.18152814	0.2672726	0.001972584	0.0	0.03410539	0.07760421	0.0	0.0	0.015786085	0.04772071
AF020763	0.015070256	0.026054524	0.014182572	0.02363153	0.0	0.16220756	0.0	0.07278753	0.11478097	0.06515361
AF035281	2.286432	2.98798	7.807443	2.794664	2.533915	5.579431	4.089973	11.051789	1.57669	0.9217213
AF047486	0.0	0.0	0.0019357021	0.019183526	0.009737159	0.0	0.0	0.0	0.0	0.0
AF055024	0.2356614	2.508444	8.059169	0.7702572	11.902136	4.258403	0.12744238	5.422952	2.921664	1.954094
AF063596	3.453919	7.2324	0.1781664	0.3431136	0.3597245	1.1688612	0.08194996	0.10958336	1.1090209	1.1515689
AF070569	2.177598	0.306195	0.13357246	0.013924303	0.0018266269	8.001586	0.4287408	0.2999825	0.003633831	14.77764
AF070581	0.014622182	0.08222595	0.9710863	3.111371	0.19779843	0.08222595	13.08526	24.05108	1.698894	0.8262961
AF072097	1.254993	1.606759	0.0	0.572471	0.3679333	2.094428	0.4010227	0.0	0.4503339	0.7159661
AF075036	0.0	0.001211206	0.011051931	0.0	0.0	0.0	0.7778045	0.2441724	0.12372345	0.03729701
AF075112	0.2119546	0.18400348	0.0	0.0	0.0	0.0	0.2820461	0.0	0.0	0.6802873
AF079515	1128.6531	851.1999	388.5941	59.94799	113.27094	187.997	299.5779	13.53402	133.3426	966.5601
AF085962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF085995	8.832926	5.81968	0.2895906	0.8967976	0.8280886	1.4341943	0.7988544	0.9370204	0.4788563	1.0068796
AF086102	0.7013304	1.636552	0.2629747	0.2550293	0.6009846	0.0	0.7322369	3.020257	0.4128854	0.0
AF086125	0.0	0.3511139	0.0316093	0.2900243	0.12729049	0.0	0.0	0.0	0.22502799	0.8343137
AF086126	0.8381566	4.759974	0.3883763	1.3510379	0.7582743	1.57834	0.18867227	4.452566	1.483361	0.3291203
AF086132	16.71119	14.96248	8.801039	9.27759	14.67002	5.066851	1.1149155	22.83402	9.011283	24.52681
AF086154	0.0	0.0	0.8366194	0.0	0.2523805	0.0	0.0	0.06364011	0.4263037	1.133201
AF086165	1.0481057	0.4563934	0.1007012	0.7846005	0.05149151	0.3028856	0.306195	0.0	0.003242679	0.0
AF086184	0.20865992	0.9742327	0.8227341	1.2412812	0.7266978	0.9241471	0.4371283	0.8430878	0.7811555	1.2002079
AF086203	0.0	0.15075798	0.0	0.0	0.04241244	0.0	0.0	0.18912323	0.3896359	0.761571
AF086219	0.0	0.07792547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF086258	0.0	0.0	0.0	0.0	7.616627	0.0	0.0	0.0	0.0	0.0
AF086285	2.152063	3.280642	1.861386	3.757851	2.322326	1.0846335	1.689194	1.684869	2.376678	1.2315548
AF086288	0.3513301	0.10833649	0.006141769	0.0	2.134641	0.2706113	0.025923776	0.0	0.028096939	0.0
AF086294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF086303	0.0	0.8830833	0.0	0.0	0.0	0.4883278	0.0	0.0	0.2317264	0.3129127
AF086346	0.0	0.0	1.1540998	0.0	0.0	1.730095	0.0	12.93928	0.0	0.0
AF086351	4.784263	0.6009846	0.09953926	0.52304	0.8170878	0.2589205	0.3082125	1.0447063	1.785268	46.55411
AF086476	1.4180409	2.922325	0.0	0.0	4.167891	20.3958	0.0	0.0	1.448856	1.3454496
AF088041	6.304537	6.29534	4.179942	17.77757	16.37135	11.072148	3.155113	6.563246	21.15646	16.82895
AF090102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003225385	0.0
AF090939	0.11474036	0.2356614	0.006026994	0.0	0.0	0.06128051	0.0	0.023814682	0.015561912	0.0
AF116693	1.430845	2.93868	2.80237	2.077587	1.443314	5.19303	1.2517714	1.4239015	1.542678	3.158579
AF119915	0.09371457	0.7447491	0.03294526	0.05711942	0.2587801	0.09280835	0.0	0.5102927	0.2986926	0.14490394
AF131837	0.0	0.5059965	0.16224384	0.6810336	0.2976447	0.0	20.53872	6.748058	0.4351302	0.0
AF143870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF143871	0.0639703	0.2686708	0.007122425	0.0	0.4547408	0.0	0.029590731	0.030014837	0.0	0.0
AF157115	0.3475634	3.67134	0.2670972	0.7876086	0.4863241	1.500439	0.2742689	0.4088967	1.1532625	0.4820296
AF161365	3.787237	0.02337581	0.0	0.0	0.0	0.0	0.12406132	0.0	0.0	0.0
AF161442	11.663549	0.0	0.0	0.0	0.0	5.782034	0.0	0.0	0.0	0.0
AF188711	0.0	1.2979839	3.478225	0.3417043	0.3413531	8.467982	0.015944331	1.2597038	0.2823751	1.864383
AF198444	0.08554937	0.5005491	0.09267285	9.284652	0.039839952	0.4841522	0.0	0.0	0.8493444	0.3446106
